"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Liam O'Brien","Vax'ildan",6,11000,1326000,1193000,1,5,1193,19.8833333333333,0.183333333333333,22.1,79.163901791639
"Marisha Ray","Keyleth",6,34000,1326000,1165000,1,5,1165,19.4166666666667,0.566666666666667,22.1,77.3059057730591
"Laura Bailey","Vex'ahlia",6,11000,1326000,1162000,1,5,1162,19.3666666666667,0.183333333333333,22.1,77.1068347710683
"Sam Riegel","Scanlan",4,274000,1326000,995000,1,5,995,16.5833333333333,4.56666666666667,22.1,66.0252156602522
"Taliesin Jaffe","Percival",4,275000,1326000,995000,1,5,995,16.5833333333333,4.58333333333333,22.1,66.0252156602522
"Travis Willingham","Grog",4,278000,1326000,992000,1,5,992,16.5333333333333,4.63333333333333,22.1,65.8261446582614
"Ashley Johnson","Pike",1,1002000,1002000,324000,1,5,324,5.4,16.7,16.7,21.4996682149967
"Anjali Bhimani","Head Cleric",1,1006000,1006000,320000,1,5,320,5.33333333333333,16.7666666666667,16.7666666666667,21.2342402123424
"Sunil Malhotra","Gilmore",2,61000,136000,146000,1,5,146,2.43333333333333,1.01666666666667,2.26666666666667,9.68812209688122
"Grey DeLisle","Deliliah Briarwood",1,782000,782000,65000,1,5,65,1.08333333333333,13.0333333333333,13.0333333333333,4.31320504313205
"Stephen Root","Professor Anders",1,800000,800000,47000,1,5,47,0.783333333333333,13.3333333333333,13.3333333333333,3.11877903118779
"Matthew Mercer","Sylas Briarwood",1,803000,803000,44000,1,5,44,0.733333333333333,13.3833333333333,13.3833333333333,2.91970802919708
"Kestrel Riegel","Little Girl",1,825000,825000,22000,1,5,22,0.366666666666667,13.75,13.75,1.45985401459854
