"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Marisha Ray","Keyleth",5,11000,1159000,1438000,3,12,1438,23.9666666666667,0.183333333333333,19.3166666666667,82.7387802071346
"Liam O'Brien","Vax'ildan",4,180000,1178000,1347000,3,12,1347,22.45,3,19.6333333333333,77.5028768699655
"Ashley Johnson","Pike",4,139000,1163000,1239000,3,12,1239,20.65,2.31666666666667,19.3833333333333,71.288837744534
"Laura Bailey","Vex'ahlia",4,139000,1159000,1175000,3,12,1175,19.5833333333333,2.31666666666667,19.3166666666667,67.6064441887227
"Sam Riegel","Scanlan",4,139000,1165000,1088000,3,12,1088,18.1333333333333,2.31666666666667,19.4166666666667,62.6006904487917
"Travis Willingham","Grog",3,139000,1205000,899000,3,12,899,14.9833333333333,2.31666666666667,20.0833333333333,51.7261219792865
"Indira Varma","Lady Allura Vysoren",3,675000,1165000,822000,3,12,822,13.7,11.25,19.4166666666667,47.2957422324511
"Sunil Malhotra","Gilmore",3,713000,1165000,784000,3,12,784,13.0666666666667,11.8833333333333,19.4166666666667,45.1093210586881
"Stephanie Beatriz","Lady Kima of Vord",3,706000,1205000,751000,3,12,751,12.5166666666667,11.7666666666667,20.0833333333333,43.210586881473
"Cree Summer","Raishan",3,11000,522000,728000,3,12,728,12.1333333333333,0.183333333333333,8.7,41.8872266973533
"Matthew Mercer","Orthax",1,843000,843000,312000,3,12,312,5.2,14.05,14.05,17.95166858458
"Aisling Franciosi","Kaylie",1,1346000,1346000,229000,3,12,229,3.81666666666667,22.4333333333333,22.4333333333333,13.1760644418872
"Courtenay Taylor","Matron of Ravens",1,612000,612000,215000,3,12,215,3.58333333333333,10.2,10.2,12.3705408515535
