"partition_id","item_id","actor_name","character_name","time_position_ms","segment_start_ms","segment_end_ms","season","episode","character_name_original","time_position_sec","time_position_min","segment_duration_ms","segment_duration_sec","segment_duration_min"
2,"/name/nm13334893/Grand daughter","Kestrel Riegel","Grand daughter",32000,6000,111000,2,12,"Grand daughter",32,0.533333333333333,79000,79,1.31666666666667
2,"/name/nm9446979/Grandson","Maximus Riegel","Grandson",32000,6000,111000,2,12,"Grandson",32,0.533333333333333,79000,79,1.31666666666667
2,"/name/nm4957233/Kaylie","Aisling Franciosi","Kaylie",50000,6000,111000,2,12,"Kaylie",50,0.833333333333333,61000,61,1.01666666666667
2,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",73000,6000,111000,2,12,"Scanlan",73,1.21666666666667,38000,38,0.633333333333333
2,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",91000,6000,111000,2,12,"Vax'ildan",91,1.51666666666667,20000,20,0.333333333333333
2,"/name/nm2233310/Umbrasyl","Matthew Mercer","Umbrasyl",103000,6000,111000,2,12,"Umbrasyl",103,1.71666666666667,8000,8,0.133333333333333
2,"/name/nm0992184/Grog","Travis Willingham","Grog",106000,6000,111000,2,12,"Grog",106,1.76666666666667,5000,5,0.0833333333333333
4,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",180000,178000,345000,2,12,"Percy",180,3,165000,165,2.75
4,"/name/nm0424534/Pike","Ashley Johnson","Pike",180000,178000,345000,2,12,"Pike",180,3,165000,165,2.75
4,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",180000,178000,345000,2,12,"Vex'ahlia",180,3,165000,165,2.75
4,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",180000,178000,345000,2,12,"Keyleth",180,3,165000,165,2.75
4,"/name/nm0992184/Grog","Travis Willingham","Grog",211000,178000,345000,2,12,"Grog",211,3.51666666666667,134000,134,2.23333333333333
4,"/name/nm2233310/Umbrasyl","Matthew Mercer","Umbrasyl",219000,178000,345000,2,12,"Umbrasyl",219,3.65,126000,126,2.1
5,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",346000,345000,566000,2,12,"Vax'ildan",346,5.76666666666667,220000,220,3.66666666666667
5,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",352000,345000,566000,2,12,"Scanlan",352,5.86666666666667,214000,214,3.56666666666667
5,"/name/nm2233310/Umbrasyl","Matthew Mercer","Umbrasyl",359000,345000,566000,2,12,"Umbrasyl",359,5.98333333333333,207000,207,3.45
5,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",368000,345000,566000,2,12,"Vex'ahlia",368,6.13333333333333,198000,198,3.3
5,"/name/nm0424534/Pike","Ashley Johnson","Pike",457000,345000,566000,2,12,"Pike",457,7.61666666666667,109000,109,1.81666666666667
