"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Taliesin Jaffe","Percival",5,11000,1125000,1282000,3,6,1282,21.3666666666667,0.183333333333333,18.75,81.8646232439336
"Liam O'Brien","Vax'ildan",5,9000,1176000,1245000,3,6,1245,20.75,0.15,19.6,79.5019157088123
"Laura Bailey","Vex'ahlia",5,9000,1125000,1195000,3,6,1195,19.9166666666667,0.15,18.75,76.309067688378
"Travis Willingham","Grog",5,4000,1125000,1186000,3,6,1186,19.7666666666667,0.0666666666666667,18.75,75.7343550446999
"Ashley Johnson","Pike",5,29000,1159000,1127000,3,6,1127,18.7833333333333,0.483333333333333,19.3166666666667,71.9667943805875
"Marisha Ray","Keyleth",5,12000,1176000,1081000,3,6,1081,18.0166666666667,0.2,19.6,69.029374201788
"Indira Varma","Lady Allura Vysoren",4,29000,721000,861000,3,6,861,14.35,0.483333333333333,12.0166666666667,54.9808429118774
"Sam Riegel","Scanlan",3,0,719000,761000,3,6,761,12.6833333333333,0,11.9833333333333,48.5951468710089
"Stephanie Beatriz","Lady Kima of Vord",3,29000,721000,701000,3,6,701,11.6833333333333,0.483333333333333,12.0166666666667,44.7637292464879
"Gina Torres","Keeper Yennen",2,842000,1148000,562000,3,6,562,9.36666666666667,14.0333333333333,19.1333333333333,35.8876117496807
"Esmé Creed-Miles","Cassandra de Rolo",2,1020000,1148000,384000,3,6,384,6.4,17,19.1333333333333,24.5210727969349
"Aisling Franciosi","Kaylie",2,76000,470000,277000,3,6,277,4.61666666666667,1.26666666666667,7.83333333333333,17.6883780332056
"Cree Summer","Raishan",1,1201000,1201000,229000,3,6,229,3.81666666666667,20.0166666666667,20.0166666666667,14.6232439335888
"Sunil Malhotra","Gilmore",1,1006000,1006000,116000,3,6,116,1.93333333333333,16.7666666666667,16.7666666666667,7.40740740740741
