"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Taliesin Jaffe","Percival",12,13000,1434000,1363000,1,12,1363,22.7166666666667,0.216666666666667,23.9,83.8769230769231
"Laura Bailey","Vex'ahlia",10,15000,1381000,1353000,1,12,1353,22.55,0.25,23.0166666666667,83.2615384615385
"Travis Willingham","Grog",10,13000,1382000,1343000,1,12,1343,22.3833333333333,0.216666666666667,23.0333333333333,82.6461538461539
"Marisha Ray","Keyleth",10,14000,1391000,1340000,1,12,1340,22.3333333333333,0.233333333333333,23.1833333333333,82.4615384615385
"Sam Riegel","Scanlan",10,13000,1391000,1290000,1,12,1290,21.5,0.216666666666667,23.1833333333333,79.3846153846154
"Liam O'Brien","Vax'ildan",10,13000,1381000,1235000,1,12,1235,20.5833333333333,0.216666666666667,23.0166666666667,76
"Esmé Creed-Miles","Cassandra de Rolo",7,13000,996000,1027000,1,12,1027,17.1166666666667,0.216666666666667,16.6,63.2
"Grey DeLisle","Deliliah Briarwood",4,40000,894000,658000,1,12,658,10.9666666666667,0.666666666666667,14.9,40.4923076923077
"Matthew Mercer","Orthax",3,268000,648000,508000,1,12,508,8.46666666666667,4.46666666666667,10.8,31.2615384615385
"Ashley Johnson","Pike",2,1308000,1382000,201000,1,12,201,3.35,21.8,23.0333333333333,12.3692307692308
"Gina Torres","Keeper Yennen",1,1128000,1128000,154000,1,12,154,2.56666666666667,18.8,18.8,9.47692307692308
"Grey DeLisle","Cassandra de Rolo",2,484000,533000,143000,1,12,143,2.38333333333333,8.06666666666667,8.88333333333333,8.8
"Sunil Malhotra","Gilmore",1,1381000,1381000,138000,1,12,138,2.3,23.0166666666667,23.0166666666667,8.49230769230769
"Khary Payton","Sovereign Uriel",1,1406000,1406000,113000,1,12,113,1.88333333333333,23.4333333333333,23.4333333333333,6.95384615384615
"Darin De Paul","Stonefell",2,496000,565000,99000,1,12,99,1.65,8.26666666666667,9.41666666666667,6.09230769230769
"Stephen Root","Professor Anders",1,423000,423000,93000,1,12,93,1.55,7.05,7.05,5.72307692307692
"Matthew Mercer","Sylas Briarwood",1,445000,445000,71000,1,12,71,1.18333333333333,7.41666666666667,7.41666666666667,4.36923076923077
"Eugene Byrd","Jarrett",1,1356000,1356000,16000,1,12,16,0.266666666666667,22.6,22.6,0.984615384615385
