"partition_id","item_id","actor_name","character_name","time_position_ms","segment_start_ms","segment_end_ms","season","episode","character_name_original","time_position_sec","time_position_min","segment_duration_ms","segment_duration_sec","segment_duration_min"
1,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",0,0,112000,3,6,"Scanlan",0,0,112000,112,1.86666666666667
1,"/name/nm0992184/Grog","Travis Willingham","Grog",4000,0,112000,3,6,"Grog",4,0.0666666666666667,108000,108,1.8
1,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",9000,0,112000,3,6,"Vex'ahlia",9,0.15,103000,103,1.71666666666667
1,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",9000,0,112000,3,6,"Vax'ildan",9,0.15,103000,103,1.71666666666667
1,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",11000,0,112000,3,6,"Percy",11,0.183333333333333,101000,101,1.68333333333333
1,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",12000,0,112000,3,6,"Keyleth",12,0.2,100000,100,1.66666666666667
1,"/name/nm0424534/Pike","Ashley Johnson","Pike",29000,0,112000,3,6,"Pike",29,0.483333333333333,83000,83,1.38333333333333
1,"/name/nm0890055/Allura","Indira Varma","Lady Allura Vysoren",29000,0,112000,3,6,"Allura",29,0.483333333333333,83000,83,1.38333333333333
1,"/name/nm3715867/Kima","Stephanie Beatriz","Lady Kima of Vord",29000,0,112000,3,6,"Kima",29,0.483333333333333,83000,83,1.38333333333333
1,"/name/nm4957233/Kaylie","Aisling Franciosi","Kaylie",76000,0,112000,3,6,"Kaylie",76,1.26666666666667,36000,36,0.6
3,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",202000,193000,464000,3,6,"Vax'ildan",202,3.36666666666667,262000,262,4.36666666666667
3,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",208000,193000,464000,3,6,"Percy",208,3.46666666666667,256000,256,4.26666666666667
3,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",297000,193000,464000,3,6,"Vex'ahlia",297,4.95,167000,167,2.78333333333333
3,"/name/nm0424534/Pike","Ashley Johnson","Pike",311000,193000,464000,3,6,"Pike",311,5.18333333333333,153000,153,2.55
3,"/name/nm0890055/Allura","Indira Varma","Lady Allura Vysoren",311000,193000,464000,3,6,"Allura",311,5.18333333333333,153000,153,2.55
3,"/name/nm0992184/Grog","Travis Willingham","Grog",311000,193000,464000,3,6,"Grog",311,5.18333333333333,153000,153,2.55
3,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",357000,193000,464000,3,6,"Keyleth",357,5.95,107000,107,1.78333333333333
4,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",465000,464000,711000,3,6,"Scanlan",465,7.75,246000,246,4.1
4,"/name/nm4957233/Kaylie","Aisling Franciosi","Kaylie",470000,464000,711000,3,6,"Kaylie",470,7.83333333333333,241000,241,4.01666666666667
4,"/name/nm0890055/Allura","Indira Varma","Lady Allura Vysoren",487000,464000,711000,3,6,"Allura",487,8.11666666666667,224000,224,3.73333333333333
4,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",488000,464000,711000,3,6,"Vax'ildan",488,8.13333333333333,223000,223,3.71666666666667
4,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",494000,464000,711000,3,6,"Percy",494,8.23333333333333,217000,217,3.61666666666667
4,"/name/nm0424534/Pike","Ashley Johnson","Pike",494000,464000,711000,3,6,"Pike",494,8.23333333333333,217000,217,3.61666666666667
4,"/name/nm0992184/Grog","Travis Willingham","Grog",494000,464000,711000,3,6,"Grog",494,8.23333333333333,217000,217,3.61666666666667
4,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",494000,464000,711000,3,6,"Vex'ahlia",494,8.23333333333333,217000,217,3.61666666666667
4,"/name/nm3715867/Kima","Stephanie Beatriz","Lady Kima of Vord",494000,464000,711000,3,6,"Kima",494,8.23333333333333,217000,217,3.61666666666667
4,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",494000,464000,711000,3,6,"Keyleth",494,8.23333333333333,217000,217,3.61666666666667
5,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",719000,711000,1122000,3,6,"Percy",719,11.9833333333333,403000,403,6.71666666666667
5,"/name/nm0424534/Pike","Ashley Johnson","Pike",719000,711000,1122000,3,6,"Pike",719,11.9833333333333,403000,403,6.71666666666667
5,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",719000,711000,1122000,3,6,"Scanlan",719,11.9833333333333,403000,403,6.71666666666667
5,"/name/nm0992184/Grog","Travis Willingham","Grog",719000,711000,1122000,3,6,"Grog",719,11.9833333333333,403000,403,6.71666666666667
5,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",719000,711000,1122000,3,6,"Vex'ahlia",719,11.9833333333333,403000,403,6.71666666666667
5,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",719000,711000,1122000,3,6,"Vax'ildan",719,11.9833333333333,403000,403,6.71666666666667
5,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",719000,711000,1122000,3,6,"Keyleth",719,11.9833333333333,403000,403,6.71666666666667
5,"/name/nm0890055/Allura","Indira Varma","Lady Allura Vysoren",721000,711000,1122000,3,6,"Allura",721,12.0166666666667,401000,401,6.68333333333333
5,"/name/nm3715867/Kima","Stephanie Beatriz","Lady Kima of Vord",721000,711000,1122000,3,6,"Kima",721,12.0166666666667,401000,401,6.68333333333333
5,"/name/nm0868659/Keeper Yennen","Gina Torres","Keeper Yennen",842000,711000,1122000,3,6,"Keeper Yennen",842,14.0333333333333,280000,280,4.66666666666667
5,"/name/nm0539503/Gilmore","Sunil Malhotra","Gilmore",1006000,711000,1122000,3,6,"Gilmore",1006,16.7666666666667,116000,116,1.93333333333333
5,"/name/nm2962727/Cassandra","Esmé Creed-Miles","Cassandra de Rolo",1020000,711000,1122000,3,6,"Cassandra",1020,17,102000,102,1.7
6,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",1125000,1122000,1430000,3,6,"Percy",1125,18.75,305000,305,5.08333333333333
6,"/name/nm0992184/Grog","Travis Willingham","Grog",1125000,1122000,1430000,3,6,"Grog",1125,18.75,305000,305,5.08333333333333
6,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",1125000,1122000,1430000,3,6,"Vex'ahlia",1125,18.75,305000,305,5.08333333333333
6,"/name/nm0868659/Keeper Yennen","Gina Torres","Keeper Yennen",1148000,1122000,1430000,3,6,"Keeper Yennen",1148,19.1333333333333,282000,282,4.7
6,"/name/nm2962727/Cassandra","Esmé Creed-Miles","Cassandra de Rolo",1148000,1122000,1430000,3,6,"Cassandra",1148,19.1333333333333,282000,282,4.7
6,"/name/nm0424534/Pike","Ashley Johnson","Pike",1159000,1122000,1430000,3,6,"Pike",1159,19.3166666666667,271000,271,4.51666666666667
6,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",1176000,1122000,1430000,3,6,"Vax'ildan",1176,19.6,254000,254,4.23333333333333
6,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",1176000,1122000,1430000,3,6,"Keyleth",1176,19.6,254000,254,4.23333333333333
6,"/name/nm0838588/Raishan","Cree Summer","Raishan",1201000,1122000,1430000,3,6,"Raishan",1201,20.0166666666667,229000,229,3.81666666666667
