"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Ashley Johnson","Pike",6,9000,1221000,1152000,1,4,1152,19.2,0.15,20.35,77.5757575757576
"Travis Willingham","Grog",6,9000,1221000,1112000,1,4,1112,18.5333333333333,0.15,20.35,74.8821548821549
"Marisha Ray","Keyleth",6,9000,1221000,1001000,1,4,1001,16.6833333333333,0.15,20.35,67.4074074074074
"Taliesin Jaffe","Percival",6,9000,1215000,983000,1,4,983,16.3833333333333,0.15,20.25,66.1952861952862
"Liam O'Brien","Vax'ildan",5,9000,1221000,889000,1,4,889,14.8166666666667,0.15,20.35,59.8653198653199
"Laura Bailey","Vex'ahlia",5,9000,1220000,868000,1,4,868,14.4666666666667,0.15,20.3333333333333,58.4511784511785
"Sam Riegel","Scanlan",4,180000,1221000,832000,1,4,832,13.8666666666667,3,20.35,56.026936026936
"Eugene Byrd","Captain Jarett",5,181000,1252000,794000,1,4,794,13.2333333333333,3.01666666666667,20.8666666666667,53.4680134680135
"Matthew Mercer","Trinket",3,177000,1252000,413000,1,4,413,6.88333333333333,2.95,20.8666666666667,27.8114478114478
"Matthew Mercer","Sylas Briarwood",3,82000,434000,123000,1,4,123,2.05,1.36666666666667,7.23333333333333,8.28282828282828
"Grey DeLisle","Deliliah Briarwood",3,81000,441000,117000,1,4,117,1.95,1.35,7.35,7.87878787878788
"Khary Payton","Sovereign Uriel",1,7000,7000,69000,1,4,69,1.15,0.116666666666667,0.116666666666667,4.64646464646465
"Indira Varma","Lady Allura Vysoren",1,9000,9000,67000,1,4,67,1.11666666666667,0.15,0.15,4.51178451178451
