"partition_id","item_id","actor_name","character_name","time_position_ms","segment_start_ms","segment_end_ms","season","episode","character_name_original","time_position_sec","time_position_min","segment_duration_ms","segment_duration_sec","segment_duration_min"
2,"/name/nm1146051/Soverign Uriel","Khary Payton","Sovereign Uriel",12000,6000,194000,2,1,"Soverign Uriel",12,0.2,182000,182,3.03333333333333
2,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",22000,6000,194000,2,1,"Percy",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm0424534/Pike","Ashley Johnson","Pike",22000,6000,194000,2,1,"Pike",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm0539503/Gilmore","Sunil Malhotra","Gilmore",22000,6000,194000,2,1,"Gilmore",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",22000,6000,194000,2,1,"Scanlan",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm0992184/Grog","Travis Willingham","Grog",22000,6000,194000,2,1,"Grog",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",22000,6000,194000,2,1,"Vex'ahlia",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",22000,6000,194000,2,1,"Vax'ildan",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",22000,6000,194000,2,1,"Keyleth",22,0.366666666666667,172000,172,2.86666666666667
2,"/name/nm0838588/Salda","Cree Summer","Salda",26000,6000,194000,2,1,"Salda",26,0.433333333333333,168000,168,2.8
2,"/name/nm0714698/Thordak","Lance Reddick","Thordak",69000,6000,194000,2,1,"Thordak",69,1.15,125000,125,2.08333333333333
2,"/name/nm0838588/Raishan","Cree Summer","Raishan",69000,6000,194000,2,1,"Raishan",69,1.15,125000,125,2.08333333333333
2,"/name/nm1240448/Vorugal","Liam O'Brien","Vorugal",69000,6000,194000,2,1,"Vorugal",69,1.15,125000,125,2.08333333333333
2,"/name/nm2233310/Umbrasyl","Matthew Mercer","Umbrasyl",69000,6000,194000,2,1,"Umbrasyl",69,1.15,125000,125,2.08333333333333
2,"/name/nm0126021/Jarrett","Eugene Byrd","Jarrett",151000,6000,194000,2,1,"Jarrett",151,2.51666666666667,43000,43,0.716666666666667
4,"/name/nm0838588/Raishan","Cree Summer","Raishan",202000,200000,455000,2,1,"Raishan",202,3.36666666666667,253000,253,4.21666666666667
4,"/name/nm0890055/Allura","Indira Varma","Lady Allura Vysoren",213000,200000,455000,2,1,"Allura",213,3.55,242000,242,4.03333333333333
4,"/name/nm0126021/Jarrett","Eugene Byrd","Jarrett",232000,200000,455000,2,1,"Jarrett",232,3.86666666666667,223000,223,3.71666666666667
4,"/name/nm0838588/Salda","Cree Summer","Salda",232000,200000,455000,2,1,"Salda",232,3.86666666666667,223000,223,3.71666666666667
4,"/name/nm0424534/Pike","Ashley Johnson","Pike",245000,200000,455000,2,1,"Pike",245,4.08333333333333,210000,210,3.5
4,"/name/nm0992184/Grog","Travis Willingham","Grog",245000,200000,455000,2,1,"Grog",245,4.08333333333333,210000,210,3.5
4,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",248000,200000,455000,2,1,"Percy",248,4.13333333333333,207000,207,3.45
4,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",253000,200000,455000,2,1,"Scanlan",253,4.21666666666667,202000,202,3.36666666666667
4,"/name/nm0539503/Gilmore","Sunil Malhotra","Gilmore",254000,200000,455000,2,1,"Gilmore",254,4.23333333333333,201000,201,3.35
4,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",254000,200000,455000,2,1,"Keyleth",254,4.23333333333333,201000,201,3.35
4,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",257000,200000,455000,2,1,"Vax'ildan",257,4.28333333333333,198000,198,3.3
4,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",269000,200000,455000,2,1,"Vex'ahlia",269,4.48333333333333,186000,186,3.1
4,"/name/nm0714698/Thordak","Lance Reddick","Thordak",423000,200000,455000,2,1,"Thordak",423,7.05,32000,32,0.533333333333333
5,"/name/nm0424534/Pike","Ashley Johnson","Pike",459000,455000,722000,2,1,"Pike",459,7.65,263000,263,4.38333333333333
5,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",459000,455000,722000,2,1,"Vax'ildan",459,7.65,263000,263,4.38333333333333
5,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",464000,455000,722000,2,1,"Percy",464,7.73333333333333,258000,258,4.3
5,"/name/nm0838588/Raishan","Cree Summer","Raishan",478000,455000,722000,2,1,"Raishan",478,7.96666666666667,244000,244,4.06666666666667
5,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",488000,455000,722000,2,1,"Scanlan",488,8.13333333333333,234000,234,3.9
5,"/name/nm0992184/Grog","Travis Willingham","Grog",488000,455000,722000,2,1,"Grog",488,8.13333333333333,234000,234,3.9
5,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",488000,455000,722000,2,1,"Vex'ahlia",488,8.13333333333333,234000,234,3.9
5,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",488000,455000,722000,2,1,"Keyleth",488,8.13333333333333,234000,234,3.9
5,"/name/nm0714698/Thordak","Lance Reddick","Thordak",490000,455000,722000,2,1,"Thordak",490,8.16666666666667,232000,232,3.86666666666667
5,"/name/nm0539503/Gilmore","Sunil Malhotra","Gilmore",627000,455000,722000,2,1,"Gilmore",627,10.45,95000,95,1.58333333333333
6,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",730000,722000,980000,2,1,"Scanlan",730,12.1666666666667,250000,250,4.16666666666667
6,"/name/nm0539503/Gilmore","Sunil Malhotra","Gilmore",738000,722000,980000,2,1,"Gilmore",738,12.3,242000,242,4.03333333333333
6,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",749000,722000,980000,2,1,"Vax'ildan",749,12.4833333333333,231000,231,3.85
6,"/name/nm0992184/Grog","Travis Willingham","Grog",758000,722000,980000,2,1,"Grog",758,12.6333333333333,222000,222,3.7
6,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",776000,722000,980000,2,1,"Percy",776,12.9333333333333,204000,204,3.4
6,"/name/nm0424534/Pike","Ashley Johnson","Pike",782000,722000,980000,2,1,"Pike",782,13.0333333333333,198000,198,3.3
6,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",782000,722000,980000,2,1,"Vex'ahlia",782,13.0333333333333,198000,198,3.3
6,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",782000,722000,980000,2,1,"Keyleth",782,13.0333333333333,198000,198,3.3
