"partition_id","item_id","actor_name","character_name","time_position_ms","segment_start_ms","segment_end_ms","season","episode","character_name_original","time_position_sec","time_position_min","segment_duration_ms","segment_duration_sec","segment_duration_min"
2,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",12000,6000,79000,2,2,"Scanlan",12,0.2,67000,67,1.11666666666667
2,"/name/nm0424534/Pike","Ashley Johnson","Pike",25000,6000,79000,2,2,"Pike",25,0.416666666666667,54000,54,0.9
2,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",25000,6000,79000,2,2,"Keyleth",25,0.416666666666667,54000,54,0.9
2,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",32000,6000,79000,2,2,"Percy",32,0.533333333333333,47000,47,0.783333333333333
2,"/name/nm0992184/Grog","Travis Willingham","Grog",52000,6000,79000,2,2,"Grog",52,0.866666666666667,27000,27,0.45
2,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",55000,6000,79000,2,2,"Vex'ahlia",55,0.916666666666667,24000,24,0.4
2,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",55000,6000,79000,2,2,"Vax'ildan",55,0.916666666666667,24000,24,0.4
2,"/name/nm2233310/Trinket","Matthew Mercer","Trinket",71000,6000,79000,2,2,"Trinket",71,1.18333333333333,8000,8,0.133333333333333
4,"/name/nm0424534/Pike","Ashley Johnson","Pike",156000,146000,374000,2,2,"Pike",156,2.6,218000,218,3.63333333333333
4,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",158000,146000,374000,2,2,"Percy",158,2.63333333333333,216000,216,3.6
4,"/name/nm0992184/Grog","Travis Willingham","Grog",158000,146000,374000,2,2,"Grog",158,2.63333333333333,216000,216,3.6
4,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",158000,146000,374000,2,2,"Vax'ildan",158,2.63333333333333,216000,216,3.6
4,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",158000,146000,374000,2,2,"Keyleth",158,2.63333333333333,216000,216,3.6
4,"/name/nm2233310/Gate Guard","Matthew Mercer","Gate Guard",159000,146000,374000,2,2,"Gate Guard",159,2.65,215000,215,3.58333333333333
4,"/name/nm2233310/Trinket","Matthew Mercer","Trinket",167000,146000,374000,2,2,"Trinket",167,2.78333333333333,207000,207,3.45
4,"/name/nm0599019/Highbearer Vord","Sumalee Montano","Highbearer Vord",270000,146000,374000,2,2,"Highbearer Vord",270,4.5,104000,104,1.73333333333333
5,"/name/nm0992184/Grog","Travis Willingham","Grog",375000,374000,553000,2,2,"Grog",375,6.25,178000,178,2.96666666666667
5,"/name/nm0424534/Pike","Ashley Johnson","Pike",380000,374000,553000,2,2,"Pike",380,6.33333333333333,173000,173,2.88333333333333
5,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",387000,374000,553000,2,2,"Percy",387,6.45,166000,166,2.76666666666667
5,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",387000,374000,553000,2,2,"Scanlan",387,6.45,166000,166,2.76666666666667
5,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",387000,374000,553000,2,2,"Vax'ildan",387,6.45,166000,166,2.76666666666667
5,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",387000,374000,553000,2,2,"Keyleth",387,6.45,166000,166,2.76666666666667
5,"/name/nm0295115/Kashaw","Will Friedle","Kashaw",512000,374000,553000,2,2,"Kashaw",512,8.53333333333333,41000,41,0.683333333333333
6,"/name/nm0992184/Grog","Travis Willingham","Grog",555000,553000,830000,2,2,"Grog",555,9.25,275000,275,4.58333333333333
6,"/name/nm2941559/Earthbreaker Groon","Ike Amadi","Earthbreaker Groon",601000,553000,830000,2,2,"Earthbreaker Groon",601,10.0166666666667,229000,229,3.81666666666667
6,"/name/nm0295115/Kashaw","Will Friedle","Kashaw",673000,553000,830000,2,2,"Kashaw",673,11.2166666666667,157000,157,2.61666666666667
6,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",674000,553000,830000,2,2,"Percy",674,11.2333333333333,156000,156,2.6
6,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",674000,553000,830000,2,2,"Vex'ahlia",674,11.2333333333333,156000,156,2.6
6,"/name/nm0569479/Zahra","Mary Elizabeth McGlynn","Zahra",704000,553000,830000,2,2,"Zahra",704,11.7333333333333,126000,126,2.1
6,"/name/nm0424534/Pike","Ashley Johnson","Pike",718000,553000,830000,2,2,"Pike",718,11.9666666666667,112000,112,1.86666666666667
6,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",718000,553000,830000,2,2,"Scanlan",718,11.9666666666667,112000,112,1.86666666666667
6,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",718000,553000,830000,2,2,"Vax'ildan",718,11.9666666666667,112000,112,1.86666666666667
6,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",718000,553000,830000,2,2,"Keyleth",718,11.9666666666667,112000,112,1.86666666666667
7,"/name/nm0295115/Kashaw","Will Friedle","Kashaw",830000,830000,1082000,2,2,"Kashaw",830,13.8333333333333,252000,252,4.2
7,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",838000,830000,1082000,2,2,"Percy",838,13.9666666666667,244000,244,4.06666666666667
7,"/name/nm0424534/Pike","Ashley Johnson","Pike",838000,830000,1082000,2,2,"Pike",838,13.9666666666667,244000,244,4.06666666666667
7,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",838000,830000,1082000,2,2,"Scanlan",838,13.9666666666667,244000,244,4.06666666666667
7,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",838000,830000,1082000,2,2,"Vex'ahlia",838,13.9666666666667,244000,244,4.06666666666667
7,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",838000,830000,1082000,2,2,"Vax'ildan",838,13.9666666666667,244000,244,4.06666666666667
7,"/name/nm0992184/Grog","Travis Willingham","Grog",846000,830000,1082000,2,2,"Grog",846,14.1,236000,236,3.93333333333333
7,"/name/nm2941559/Earthbreaker Groon","Ike Amadi","Earthbreaker Groon",846000,830000,1082000,2,2,"Earthbreaker Groon",846,14.1,236000,236,3.93333333333333
7,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",896000,830000,1082000,2,2,"Keyleth",896,14.9333333333333,186000,186,3.1
7,"/name/nm0005513/Osysa","Alanna Ubach","Osysa",946000,830000,1082000,2,2,"Osysa",946,15.7666666666667,136000,136,2.26666666666667
8,"/name/nm0992184/Grog","Travis Willingham","Grog",1083000,1082000,1321000,2,2,"Grog",1083,18.05,238000,238,3.96666666666667
8,"/name/nm2941559/Earthbreaker Groon","Ike Amadi","Earthbreaker Groon",1088000,1082000,1321000,2,2,"Earthbreaker Groon",1088,18.1333333333333,233000,233,3.88333333333333
8,"/name/nm0005513/Osysa","Alanna Ubach","Osysa",1115000,1082000,1321000,2,2,"Osysa",1115,18.5833333333333,206000,206,3.43333333333333
8,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",1122000,1082000,1321000,2,2,"Percy",1122,18.7,199000,199,3.31666666666667
8,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",1122000,1082000,1321000,2,2,"Scanlan",1122,18.7,199000,199,3.31666666666667
8,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",1122000,1082000,1321000,2,2,"Keyleth",1122,18.7,199000,199,3.31666666666667
8,"/name/nm0424534/Pike","Ashley Johnson","Pike",1123000,1082000,1321000,2,2,"Pike",1123,18.7166666666667,198000,198,3.3
8,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",1123000,1082000,1321000,2,2,"Vex'ahlia",1123,18.7166666666667,198000,198,3.3
8,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",1123000,1082000,1321000,2,2,"Vax'ildan",1123,18.7166666666667,198000,198,3.3
9,"/name/nm0295115/Kashaw","Will Friedle","Kashaw",1326000,1321000,1443000,2,2,"Kashaw",1326,22.1,117000,117,1.95
9,"/name/nm0569479/Zahra","Mary Elizabeth McGlynn","Zahra",1326000,1321000,1443000,2,2,"Zahra",1326,22.1,117000,117,1.95
9,"/name/nm0043552/Percy","Taliesin Jaffe","Percival",1331000,1321000,1443000,2,2,"Percy",1331,22.1833333333333,112000,112,1.86666666666667
9,"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan",1331000,1321000,1443000,2,2,"Vax'ildan",1331,22.1833333333333,112000,112,1.86666666666667
9,"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia",1337000,1321000,1443000,2,2,"Vex'ahlia",1337,22.2833333333333,106000,106,1.76666666666667
9,"/name/nm0424534/Pike","Ashley Johnson","Pike",1343000,1321000,1443000,2,2,"Pike",1343,22.3833333333333,100000,100,1.66666666666667
9,"/name/nm0726184/Scanlan","Sam Riegel","Scanlan",1352000,1321000,1443000,2,2,"Scanlan",1352,22.5333333333333,91000,91,1.51666666666667
9,"/name/nm4065482/Keyleth","Marisha Ray","Keyleth",1352000,1321000,1443000,2,2,"Keyleth",1352,22.5333333333333,91000,91,1.51666666666667
9,"/name/nm0992184/Grog","Travis Willingham","Grog",1377000,1321000,1443000,2,2,"Grog",1377,22.95,66000,66,1.1
9,"/name/nm2233310/Victor","Matthew Mercer","Victor",1395000,1321000,1443000,2,2,"Victor",1395,23.25,48000,48,0.8
