"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Taliesin Jaffe","Percival",7,24000,1358000,1354000,2,8,1354,22.5666666666667,0.4,22.6333333333333,83.2718327183272
"Laura Bailey","Vex'ahlia",7,28000,1358000,1329000,2,8,1329,22.15,0.466666666666667,22.6333333333333,81.7343173431734
"Marisha Ray","Keyleth",7,24000,1358000,1250000,2,8,1250,20.8333333333333,0.4,22.6333333333333,76.8757687576876
"Liam O'Brien","Vax'ildan",7,62000,1358000,1215000,2,8,1215,20.25,1.03333333333333,22.6333333333333,74.7232472324723
"Billy Boyd","Garmelie",5,28000,1384000,546000,2,8,546,9.1,0.466666666666667,23.0666666666667,33.5793357933579
"Sendhil Ramamurthy","Saunder",2,880000,1111000,474000,2,8,474,7.9,14.6666666666667,18.5166666666667,29.1512915129151
"Henry Winkler","Wilhand Trickfoot",4,267000,1460000,410000,2,8,410,6.83333333333333,4.45,24.3333333333333,25.2152521525215
"Ashley Johnson","Pike",4,260000,1478000,399000,2,8,399,6.65,4.33333333333333,24.6333333333333,24.5387453874539
"Sam Riegel","Scanlan",4,260000,1478000,399000,2,8,399,6.65,4.33333333333333,24.6333333333333,24.5387453874539
"Travis Willingham","Grog",4,289000,1460000,386000,2,8,386,6.43333333333333,4.81666666666667,24.3333333333333,23.7392373923739
"Troy Baker","Syldor",2,249000,394000,365000,2,8,365,6.08333333333333,4.15,6.56666666666667,22.4477244772448
"Jayla Lavender Nicholas","Velora",2,203000,498000,307000,2,8,307,5.11666666666667,3.38333333333333,8.3,18.8806888068881
"Toks Olagundoye","Devana",2,194000,509000,305000,2,8,305,5.08333333333333,3.23333333333333,8.48333333333333,18.7576875768758
