"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Kelly Hu","Anna Ripley",6,23000,1084000,1178000,1,10,1178,19.6333333333333,0.383333333333333,18.0666666666667,80.5194805194805
"Taliesin Jaffe","Percival",6,9000,1118000,1167000,1,10,1167,19.45,0.15,18.6333333333333,79.7676008202324
"Sam Riegel","Scanlan",5,12000,1084000,1128000,1,10,1128,18.8,0.2,18.0666666666667,77.1018455228981
"Travis Willingham","Grog",5,12000,1089000,1123000,1,10,1123,18.7166666666667,0.2,18.15,76.7600820232399
"Ashley Johnson","Pike",4,202000,1089000,1055000,1,10,1055,17.5833333333333,3.36666666666667,18.15,72.1120984278879
"Marisha Ray","Keyleth",4,150000,1084000,1048000,1,10,1048,17.4666666666667,2.5,18.0666666666667,71.6336295283664
"Esmé Creed-Miles","Cassandra de Rolo",5,59000,1347000,909000,1,10,909,15.15,0.983333333333333,22.45,62.1326042378674
"Laura Bailey","Vex'ahlia",4,12000,1093000,712000,1,10,712,11.8666666666667,0.2,18.2166666666667,48.6671223513329
"Liam O'Brien","Vax'ildan",4,12000,1341000,492000,1,10,492,8.2,0.2,22.35,33.6295283663705
"Gina Torres","Keeper Yennen",1,440000,440000,430000,1,10,430,7.16666666666667,7.33333333333333,7.33333333333333,29.3916609706083
"Grey DeLisle","Deliliah Briarwood",3,50000,1341000,208000,1,10,208,3.46666666666667,0.833333333333333,22.35,14.2173615857826
"Matthew Mercer","Sylas Briarwood",3,50000,1341000,208000,1,10,208,3.46666666666667,0.833333333333333,22.35,14.2173615857826
