"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Liam O'Brien","Vax'ildan",7,9000,1176000,1319000,3,1,1319,21.9833333333333,0.15,19.6,79.3144918821407
"Marisha Ray","Keyleth",6,172000,1191000,1182000,3,1,1182,19.7,2.86666666666667,19.85,71.0763680096212
"Taliesin Jaffe","Percival",7,225000,1470000,1046000,3,1,1046,17.4333333333333,3.75,24.5,62.8983764281419
"Travis Willingham","Grog",5,172000,1189000,981000,3,1,981,16.35,2.86666666666667,19.8166666666667,58.9897775105232
"Sam Riegel","Scanlan",6,172000,1421000,976000,3,1,976,16.2666666666667,2.86666666666667,23.6833333333333,58.6891160553217
"Laura Bailey","Vex'ahlia",6,9000,1189000,910000,3,1,910,15.1666666666667,0.15,19.8166666666667,54.7203848466627
"Ashley Johnson","Pike",5,172000,1268000,890000,3,1,890,14.8333333333333,2.86666666666667,21.1333333333333,53.5177390258569
"Sunil Malhotra","Gilmore",4,477000,1175000,603000,3,1,603,10.05,7.95,19.5833333333333,36.259771497294
"Lance Reddick","Thordak",4,47000,1125000,540000,3,1,540,9,0.783333333333333,18.75,32.4714371617559
"Cree Summer","Raishan",4,71000,1119000,424000,3,1,424,7.06666666666667,1.18333333333333,18.65,25.4960914010824
"Gina Torres","Keeper Yennen",2,162000,489000,404000,3,1,404,6.73333333333333,2.7,8.15,24.2934455802766
"Liam O'Brien","Vorugal",2,54000,904000,276000,3,1,276,4.6,0.9,15.0666666666667,16.5965123271197
"Esmé Creed-Miles","Cassandra de Rolo",1,497000,497000,71000,3,1,71,1.18333333333333,8.28333333333333,8.28333333333333,4.26939266386049
"Kelly Hu","Anna Ripley",1,1476000,1476000,43000,3,1,43,0.716666666666667,24.6,24.6,2.58568851473241
"Matthew Mercer","Trinket",1,756000,756000,32000,3,1,32,0.533333333333333,12.6,12.6,1.92423331328924
