"actor_name","character_name","num_appearances","first_appearance_ms","last_appearance_ms","total_screen_time_ms","season","episode","total_screen_time_sec","total_screen_time_min","first_appearance_min","last_appearance_min","percent_of_episode"
"Liam O'Brien","Vax'ildan",5,31000,1129000,1265000,3,9,1265,21.0833333333333,0.516666666666667,18.8166666666667,82.2496749024707
"Laura Bailey","Vex'ahlia",5,5000,1168000,1243000,3,9,1243,20.7166666666667,0.0833333333333333,19.4666666666667,80.8192457737321
"Marisha Ray","Keyleth",5,31000,1168000,1226000,3,9,1226,20.4333333333333,0.516666666666667,19.4666666666667,79.7139141742523
"Lance Reddick","Thordak",5,8000,1140000,1225000,3,9,1225,20.4166666666667,0.133333333333333,19,79.6488946684005
"Ashley Johnson","Pike",5,31000,1170000,1224000,3,9,1224,20.4,0.516666666666667,19.5,79.5838751625488
"Travis Willingham","Grog",5,31000,1168000,1066000,3,9,1066,17.7666666666667,0.516666666666667,19.4666666666667,69.3107932379714
"Sam Riegel","Scanlan",5,31000,1225000,1010000,3,9,1010,16.8333333333333,0.516666666666667,20.4166666666667,65.6697009102731
"Mary Elizabeth McGlynn","Zahra",3,271000,1218000,818000,3,9,818,13.6333333333333,4.51666666666667,20.3,53.185955786736
"Will Friedle","Kashaw",2,268000,496000,647000,3,9,647,10.7833333333333,4.46666666666667,8.26666666666667,42.0676202860858
"Indira Varma","Lady Allura Vysoren",3,21000,1215000,495000,3,9,495,8.25,0.35,20.25,32.184655396619
"Troy Baker","Syldor",3,18000,1243000,495000,3,9,495,8.25,0.3,20.7166666666667,32.184655396619
"Ike Amadi","Earthbreaker Groon",2,210000,1199000,484000,3,9,484,8.06666666666667,3.5,19.9833333333333,31.4694408322497
"Esmé Creed-Miles","Cassandra de Rolo",2,215000,1208000,470000,3,9,470,7.83333333333333,3.58333333333333,20.1333333333333,30.5591677503251
"Sunil Malhotra","Gilmore",2,21000,519000,440000,3,9,440,7.33333333333333,0.35,8.65,28.6085825747724
"Cree Summer","Raishan",3,372000,1293000,319000,3,9,319,5.31666666666667,6.2,21.55,20.74122236671
